id	description	uniprotIDs	ncbiIDs
B38R16C01	aurora kinase A (AURKA), transcript variant 2	O14965	NM_003600.1
B38R16C02	aurora kinase A (AURKA), transcript variant 2	O14965	NM_003600.1
B38R16C03	Mitogen-activated protein kinase 1; see catalog number for detailed information on wild-type or point mutant status	P28482	NM_002745.2
B38R16C04	Mitogen-activated protein kinase 1; see catalog number for detailed information on wild-type or point mutant status	P28482	NM_002745.2
B38R16C05	myosin light chain kinase	NA	NM_053025.1
B38R16C06	myosin light chain kinase	NA	NM_053025.1
B38R16C07	cAMP responsive element modulator (CREM), transcript variant 11, mRNA.	Q5W1A6	NM_182724.1
B38R16C08	cAMP responsive element modulator (CREM), transcript variant 11, mRNA.	Q5W1A6	NM_182724.1
B38R16C09	Heat shock protein, alpha-crystallin-related, B6, mRNA (cDNA clone MGC:78426 IMAGE:6074542), complete cds	NA	NA
B38R16C10	Heat shock protein, alpha-crystallin-related, B6, mRNA (cDNA clone MGC:78426 IMAGE:6074542), complete cds	NA	NA
B38R16C11	TAO kinase 3 (TAOK3)	Q9H2K8	NM_016281.2
B38R16C12	TAO kinase 3 (TAOK3)	Q9H2K8	NM_016281.2
B38R16C13	CKLF-like MARVEL transmembrane domain-containing protein 1	Q8IZ96	NM_181270.1,NM_181294.1
B38R16C14	CKLF-like MARVEL transmembrane domain-containing protein 1	Q8IZ96	NM_181270.1,NM_181294.1
B38R16C15	WNT1 inducible signaling pathway protein 2, mRNA (cDNA clone MGC:64884 IMAGE:5194313), complete cds	Q6PEG3	BC058074.1
B38R16C16	WNT1 inducible signaling pathway protein 2, mRNA (cDNA clone MGC:64884 IMAGE:5194313), complete cds	Q6PEG3	BC058074.1
B38R16C17	Dynein intermediate chain 1, axonemal	Q9UI46	NM_012144.2
B38R16C18	Dynein intermediate chain 1, axonemal	Q9UI46	NM_012144.2
B38R16C19	Nerve growth factor receptor (TNFR superfamily, member 16) (NGFR), mRNA	NA	NA
B38R16C20	Nerve growth factor receptor (TNFR superfamily, member 16) (NGFR), mRNA	NA	NA
B38R16C21	Nucleoporin NUP53	Q8NFH5	NM_138285.3
B38R16C22	Nucleoporin NUP53	Q8NFH5	NM_138285.3
B38R17C01	transcriptional adaptor 2 (ADA2 homolog, yeast)-like (TADA2L)	O75478	BC011753.2
B38R17C02	transcriptional adaptor 2 (ADA2 homolog, yeast)-like (TADA2L)	O75478	BC011753.2
B38R17C03	NFKB inhibitor interacting Ras-like 1 (NKIRAS1)	Q9NYS0	NM_020345.3
B38R17C04	NFKB inhibitor interacting Ras-like 1 (NKIRAS1)	Q9NYS0	NM_020345.3
B38R17C05	Fibronectin type III and SPRY domain-containing protein 1	Q9BTV5	NM_024333.1,BC016442.1
B38R17C06	Fibronectin type III and SPRY domain-containing protein 1	Q9BTV5	NM_024333.1,BC016442.1
B38R17C07	phospholipid scramblase 3 (PLSCR3)	Q9NRY6	BC011735.2
B38R17C08	phospholipid scramblase 3 (PLSCR3)	Q9NRY6	BC011735.2
B38R17C09	keratin 8 (KRT8)	P05787	BC008200.1
B38R17C10	keratin 8 (KRT8)	P05787	BC008200.1
B38R17C11	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 (HERPUD1), transcript variant 1	Q15011	NM_014685.1
B38R17C12	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 (HERPUD1), transcript variant 1	Q15011	NM_014685.1
B38R17C13	calcium binding and coiled-coil domain 1 (CALCOCO1)	Q7Z313	NM_020898.1
B38R17C14	calcium binding and coiled-coil domain 1 (CALCOCO1)	Q7Z313	NM_020898.1
B38R17C15	neurogenic differentiation 1 (NEUROD1)	Q13562	BC009046.1
B38R17C16	neurogenic differentiation 1 (NEUROD1)	Q13562	BC009046.1
B38R17C17	Holliday junction recognition protein	Q8NCD3	NM_018410.2
B38R17C18	Holliday junction recognition protein	Q8NCD3	NM_018410.2
B38R17C19	coiled-coil domain containing 107 (CCDC107)	Q8WV48	BC051285.1,NM_174923.1
B38R17C20	coiled-coil domain containing 107 (CCDC107)	Q8WV48	BC051285.1,NM_174923.1
B38R17C21	galactose-3-O-sulfotransferase 1 (GAL3ST1)	Q99999	BC014649.1
B38R17C22	galactose-3-O-sulfotransferase 1 (GAL3ST1)	Q99999	BC014649.1
B38R18C01	chromosome 8 open reading frame 70 (C8orf70)	Q96GY0	BC009074.1
B38R18C02	chromosome 8 open reading frame 70 (C8orf70)	Q96GY0	BC009074.1
B38R18C03	family with sequence similarity 9, member C (FAM9C)	Q8IZT9	NM_174901.3
B38R18C04	family with sequence similarity 9, member C (FAM9C)	Q8IZT9	NM_174901.3
B38R18C05	Kelch-like 1 (Drosophila) (KLHL1), mRNA	NA	NA
B38R18C06	Kelch-like 1 (Drosophila) (KLHL1), mRNA	NA	NA
B38R18C07	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa (NDUFB2), nuclear gene encoding mitochondrial protein	O95178	NM_004546.1
B38R18C08	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa (NDUFB2), nuclear gene encoding mitochondrial protein	O95178	NM_004546.1
B38R18C09	dystrobrevin, beta (DTNB)	O60941	BC049366.1
B38R18C10	dystrobrevin, beta (DTNB)	O60941	BC049366.1
B38R18C11	Solute carrier family 35 member E2	Q5CZA4	NM_182838.1
B38R18C12	Solute carrier family 35 member E2	Q5CZA4	NM_182838.1
B38R18C15	Parkin coregulated gene protein homolog	Q9DAK2	BC044227.1
B38R18C16	Parkin coregulated gene protein homolog	Q9DAK2	BC044227.1
B38R18C17	protease, serine, 33 (PRSS33)	Q8NF86	BC036846.1
B38R18C18	protease, serine, 33 (PRSS33)	Q8NF86	BC036846.1
B38R18C19	CDC42 effector protein (Rho GTPase binding) 3 (CDC42EP3)	Q9UKI2	NM_006449.2
B38R18C20	CDC42 effector protein (Rho GTPase binding) 3 (CDC42EP3)	Q9UKI2	NM_006449.2
B38R18C21	mRNA similar to LOC166173 (cDNA clone MGC:34832 IMAGE:5203730), complete cds	Q8N4V4	BC033582.1
B38R18C22	mRNA similar to LOC166173 (cDNA clone MGC:34832 IMAGE:5203730), complete cds	Q8N4V4	BC033582.1
B38R19C01	Integral membrane protein 2C	Q9NQX7	BC025742.1
B38R19C02	Integral membrane protein 2C	Q9NQX7	BC025742.1
B38R19C03	splicing factor, arginine/serine-rich 6 (SFRS6)	Q13247	NM_006275.2
B38R19C04	splicing factor, arginine/serine-rich 6 (SFRS6)	Q13247	NM_006275.2
B38R19C05	TTK protein kinase (TTK)	P33981	NM_003318.3
B38R19C06	TTK protein kinase (TTK)	P33981	NM_003318.3
B38R19C07	tubulointerstitial nephritis antigen-like 1 (TINAGL1)	Q9GZM7	NM_022164.1,BC009048.1
B38R19C08	tubulointerstitial nephritis antigen-like 1 (TINAGL1)	Q9GZM7	NM_022164.1,BC009048.1
B38R19C09	centromere protein T (CENPT)	Q96BT3	BC015202.2
B38R19C10	centromere protein T (CENPT)	Q96BT3	BC015202.2
B38R19C11	transmembrane, prostate androgen induced RNA (TMEPAI), transcript variant 1	Q969W9	NM_020182.3
B38R19C12	transmembrane, prostate androgen induced RNA (TMEPAI), transcript variant 1	Q969W9	NM_020182.3
B38R19C13	abl-interactor 1 (ABI1)	Q5T2R7	BC024254.1
B38R19C14	abl-interactor 1 (ABI1)	Q5T2R7	BC024254.1
B38R19C15	F-box protein 32 (FBXO32)	Q969P5	BC024030.2
B38R19C16	F-box protein 32 (FBXO32)	Q969P5	BC024030.2
B38R19C17	XTP3-transactivated protein A (XTP3TPA)	Q9H773	NM_024096.1
B38R19C18	XTP3-transactivated protein A (XTP3TPA)	Q9H773	NM_024096.1
B38R19C19	MARCKS-related protein	P49006	BC066915.1
B38R19C20	MARCKS-related protein	P49006	BC066915.1
B38R19C21	Syntaxin-10	O60499	NM_003765.1,BC017237.1
B38R19C22	Syntaxin-10	O60499	NM_003765.1,BC017237.1
B38R20C05	Homeobox protein PKNOX2	Q96KN3	BC045626.1
B38R20C07	Putative GTP-binding protein 6	O43824	NM_012227.1
B38R20C08	Putative GTP-binding protein 6	O43824	NM_012227.1
B38R20C09	Ribonuclease P protein subunit p14	O95059	NM_007042.1
B38R20C10	Ribonuclease P protein subunit p14	O95059	NM_007042.1
B38R20C11	6-pyruvoyl tetrahydrobiopterin synthase	Q03393	BC018029.1
B38R20C12	6-pyruvoyl tetrahydrobiopterin synthase	Q03393	BC018029.1
B38R20C13	SAM domain and HD domain-containing protein 1	Q9Y3Z3	NM_015474.2
B38R20C14	SAM domain and HD domain-containing protein 1	Q9Y3Z3	NM_015474.2
B38R20C15	Phosphoglucomutase 5, mRNA (cDNA clone MGC:45624 IMAGE:4123706), complete cds	NA	NA
B38R20C16	Phosphoglucomutase 5, mRNA (cDNA clone MGC:45624 IMAGE:4123706), complete cds	NA	NA
B38R20C17	LIM homeobox 4 (LHX4), mRNA	NA	NA
B38R20C18	LIM homeobox 4 (LHX4), mRNA	NA	NA
B38R20C19	Spermatogenesis associated 6, mRNA (cDNA clone MGC:22335 IMAGE:4657425), complete cds	NA	NA
B38R20C20	Spermatogenesis associated 6, mRNA (cDNA clone MGC:22335 IMAGE:4657425), complete cds	NA	NA
B38R20C21	Zinc finger protein 90 homolog (mouse), mRNA (cDNA clone MGC:45793 IMAGE:4544629), complete cds	NA	NA
B38R20C22	Zinc finger protein 90 homolog (mouse), mRNA (cDNA clone MGC:45793 IMAGE:4544629), complete cds	NA	NA
B38R21C01	SH2 domain protein 1A, Duncan's disease (lymphoproliferative syndrome) (SH2D1A), mRNA	NA	NA
B38R21C02	SH2 domain protein 1A, Duncan's disease (lymphoproliferative syndrome) (SH2D1A), mRNA	NA	NA
B38R21C03	UDP glucuronosyltransferase 1 family, polypeptide A9 (UGT1A9), mRNA	NA	NA
B38R21C04	UDP glucuronosyltransferase 1 family, polypeptide A9 (UGT1A9), mRNA	NA	NA
B38R21C05	Histamine N-methyltransferase, mRNA (cDNA clone MGC:22386 IMAGE:4767331), complete cds	NA	NA
B38R21C06	Histamine N-methyltransferase, mRNA (cDNA clone MGC:22386 IMAGE:4767331), complete cds	NA	NA
B38R21C07	Hypothetical protein FLJ20920 (FLJ20920), mRNA	NA	NA
B38R21C08	Hypothetical protein FLJ20920 (FLJ20920), mRNA	NA	NA
B38R21C14	TGM3 / Transglutaminase-3 / TGase-3 Protein (His Tag)	NA	NA
B38R21C17	LRPAP1 / A2MRAP Protein (His Tag)	NA	NA
B38R21C18	LRPAP1 / A2MRAP Protein (His Tag)	NA	NA
B38R21C19	Internal Control	NA	NA
B38R21C20	Internal Control	NA	NA
B38R21C21	Internal Control	NA	NA
B39R02C11	regulating synaptic membrane exocytosis 4 (RIMS4)	Q9H426	NM_182970.2
B39R02C12	regulating synaptic membrane exocytosis 4 (RIMS4)	Q9H426	NM_182970.2
B39R02C13	histocompatibility (minor) 13 (HM13), transcript variant 4	Q8TCT9	NM_178582.1
B39R02C14	histocompatibility (minor) 13 (HM13), transcript variant 4	Q8TCT9	NM_178582.1
B39R02C15	myosin, light chain 1, alkali; skeletal, fast (MYL1), transcript variant 1f	P05976	NM_079420.1
B39R02C16	myosin, light chain 1, alkali; skeletal, fast (MYL1), transcript variant 1f	P05976	NM_079420.1
B39R02C17	Coenzyme A synthase (COASY), transcript variant 1	Q13057	NM_025233.4
B39R02C18	Coenzyme A synthase (COASY), transcript variant 1	Q13057	NM_025233.4
B39R02C19	PREDICTED: Homo sapiens hypothetical LOC400763 (LOC400763)	NA	XM_378879.2
B39R02C20	PREDICTED: Homo sapiens hypothetical LOC400763 (LOC400763)	NA	XM_378879.2
B39R02C21	organic solute transporter beta (OSTbeta)	Q3SYF5	NM_178859.2
B39R02C22	organic solute transporter beta (OSTbeta)	Q3SYF5	NM_178859.2
B39R03C01	PREDICTED: Homo sapiens hypothetical LOC285307 (LOC285307)	NA	XM_211837.1
B39R03C02	PREDICTED: Homo sapiens hypothetical LOC285307 (LOC285307)	NA	XM_211837.1
B39R03C03	PREDICTED: Homo sapiens hypothetical protein LOC199800 (LOC199800)	NA	XM_373810.3
B39R03C04	PREDICTED: Homo sapiens hypothetical protein LOC199800 (LOC199800)	NA	XM_373810.3
B39R03C05	hypothetical protein MGC9913 (MGC9913)	Q96HF5	BC008651.1
B39R03C06	hypothetical protein MGC9913 (MGC9913)	Q96HF5	BC008651.1
B39R03C07	Thyroid receptor-interacting protein 11	Q15643	BC002656.1
B39R03C08	Thyroid receptor-interacting protein 11	Q15643	BC002656.1
B39R03C09	RNA binding motif and ELMO/CED-12 domain 1 (RBED1)	Q96FG2	NM_032213.2
B39R03C10	RNA binding motif and ELMO/CED-12 domain 1 (RBED1)	Q96FG2	NM_032213.2
B39R03C11	nudix (nucleoside diphosphate linked moiety X)-type motif 6 (NUDT6), transcript variant 1	P53370	NM_007083.2
B39R03C12	nudix (nucleoside diphosphate linked moiety X)-type motif 6 (NUDT6), transcript variant 1	P53370	NM_007083.2
B39R03C13	chromosome 21 open reading frame 7 (C21orf7)	P57077	BC008567.1
B39R03C14	chromosome 21 open reading frame 7 (C21orf7)	P57077	BC008567.1
B39R03C15	chromosome 3 open reading frame 28 (C3orf28)	Q96A26	BC010896.1
B39R03C16	chromosome 3 open reading frame 28 (C3orf28)	Q96A26	BC010896.1
B39R03C17	calcium regulated heat stable protein 1, 24kDa (CARHSP1)	Q9Y2V2	BC003366.1
B39R03C18	calcium regulated heat stable protein 1, 24kDa (CARHSP1)	Q9Y2V2	BC003366.1
B39R03C19	chromosome 3 open reading frame 52 (C3orf52)	Q5BVD1	BC017064.1
B39R03C20	chromosome 3 open reading frame 52 (C3orf52)	Q5BVD1	BC017064.1
B39R03C21	APEX nuclease (apurinic/apyrimidinic endonuclease) 2 (APEX2), nuclear gene encoding mitochondrial protein	Q9UBZ4	NM_014481.2
B39R03C22	APEX nuclease (apurinic/apyrimidinic endonuclease) 2 (APEX2), nuclear gene encoding mitochondrial protein	Q9UBZ4	NM_014481.2
B39R04C01	pancreatic lipase-related protein 1 (PNLIPRP1)	P54315	BC025784.2,BC005233.1
B39R04C02	pancreatic lipase-related protein 1 (PNLIPRP1)	P54315	BC025784.2,BC005233.1
B39R04C03	Coiled-coil domain-containing protein 151	A5D8V7	NM_145045.1
B39R04C04	Coiled-coil domain-containing protein 151	A5D8V7	NM_145045.1
B39R04C05	GTP cyclohydrolase I feedback regulator (GCHFR)	P30047	NM_005258.2
B39R04C06	GTP cyclohydrolase I feedback regulator (GCHFR)	P30047	NM_005258.2
B39R04C07	far upstream element (FUSE) binding protein 3 (FUBP3)	Q96I24	BC007874.2
B39R04C08	far upstream element (FUSE) binding protein 3 (FUBP3)	Q96I24	BC007874.2
B39R04C09	interferon regulatory factor 4 (IRF4)	Q15306	BC015752.1
B39R04C10	interferon regulatory factor 4 (IRF4)	Q15306	BC015752.1
B39R04C11	C-type lectin domain family 2, member B (CLEC2B)	Q92478	BC005254.1
B39R04C12	C-type lectin domain family 2, member B (CLEC2B)	Q92478	BC005254.1
B39R04C13	Probable asparaginyl-tRNA synthetase, mitochondrial	Q96I59	NM_024678.2
B39R04C14	Probable asparaginyl-tRNA synthetase, mitochondrial	Q96I59	NM_024678.2
B39R04C15	UbiA prenyltransferase domain containing 1 (UBIAD1)	Q9Y5Z9	NM_013319.1
B39R04C16	UbiA prenyltransferase domain containing 1 (UBIAD1)	Q9Y5Z9	NM_013319.1
B39R04C17	phosphoglucomutase 3 (PGM3)	O95394	BC001258.1
B39R04C18	phosphoglucomutase 3 (PGM3)	O95394	BC001258.1
B39R04C19	bone morphogenetic protein 7 (osteogenic protein 1) (BMP7)	P18075	BC004248.1
B39R04C20	bone morphogenetic protein 7 (osteogenic protein 1) (BMP7)	P18075	BC004248.1
B39R04C21	Kelch-like ECH-associated protein 1	Q14145	NM_012289.2
B39R04C22	Kelch-like ECH-associated protein 1	Q14145	NM_012289.2
B39R05C01	zinc finger protein 215 (ZNF215)	Q9UL58	BC014538.1
B39R05C02	zinc finger protein 215 (ZNF215)	Q9UL58	BC014538.1
B39R05C03	glutathione S-transferase pi (GSTP1)	P09211	BC010915.1
B39R05C04	glutathione S-transferase pi (GSTP1)	P09211	BC010915.1
B39R05C05	acyl-CoA thioesterase 9 (ACOT9)	Q9Y305	BC012573.1
B39R05C06	acyl-CoA thioesterase 9 (ACOT9)	Q9Y305	BC012573.1
B39R05C07	N-acetyltransferase 8 (NAT8)	Q9UHE5	BC012626.1
B39R05C08	N-acetyltransferase 8 (NAT8)	Q9UHE5	BC012626.1
B39R05C09	reticulon 2 (RTN2)	O75298	BC014244.1
B39R05C10	reticulon 2 (RTN2)	O75298	BC014244.1
B39R05C11	pleckstrin homology, Sec7 and coiled-coil domains 1(cytohesin 1) (PSCD1), transcript variant 1	Q15438	NM_004762.1
B39R05C12	pleckstrin homology, Sec7 and coiled-coil domains 1(cytohesin 1) (PSCD1), transcript variant 1	Q15438	NM_004762.1
B39R05C13	Rho guanine nucleotide exchange factor 16	Q5VV41	BC051838.1
B39R05C14	Rho guanine nucleotide exchange factor 16	Q5VV41	BC051838.1
B39R05C15	SMAD family member 3 (SMAD3)	Q7L4U6,P84022	NM_015400.1,NM_005902.1
B39R05C16	SMAD family member 3 (SMAD3)	Q7L4U6,P84022	NM_015400.1,NM_005902.1
B39R05C17	LAG1 homolog, ceramide synthase 4 (LASS4)	Q9HA82	NM_024552.1
B39R05C18	LAG1 homolog, ceramide synthase 4 (LASS4)	Q9HA82	NM_024552.1
B39R05C19	secretory carrier membrane protein 1 (SCAMP1)	O15126	NM_004866.2
B39R05C20	secretory carrier membrane protein 1 (SCAMP1)	O15126	NM_004866.2
B39R05C21	lactate dehydrogenase B (LDHB)	P07195	NM_002300.2
B39R05C22	lactate dehydrogenase B (LDHB)	P07195	NM_002300.2
B39R06C01	ariadne homolog 2 (Drosophila) (ARIH2)	O95376	NM_006321.1
B39R06C02	ariadne homolog 2 (Drosophila) (ARIH2)	O95376	NM_006321.1
B39R06C03	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8 (SLC7A8), transcript variant 2	Q9UHI5	NM_182728.1
B39R06C04	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8 (SLC7A8), transcript variant 2	Q9UHI5	NM_182728.1
B39R06C05	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 (ST6GALNAC4), transcript variant 2	Q9H4F1	NM_175040.1
B39R06C06	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 (ST6GALNAC4), transcript variant 2	Q9H4F1	NM_175040.1
B39R06C07	peroxisomal D3,D2-enoyl-CoA isomerase (PECI), transcript variant 2	O75521	NM_206836.1
B39R06C08	peroxisomal D3,D2-enoyl-CoA isomerase (PECI), transcript variant 2	O75521	NM_206836.1
B39R06C09	Huntingtin interacting protein K (HYPK)	Q9NX55	NM_016400.2
B39R06C10	Huntingtin interacting protein K (HYPK)	Q9NX55	NM_016400.2
B39R06C11	syntaxin 7 (STX7)	O15400	BC011975.1
B39R06C12	syntaxin 7 (STX7)	O15400	BC011975.1
B39R06C13	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog) (PDGFB), transcript variant 1	P01127	NM_002608.1
B39R06C14	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog) (PDGFB), transcript variant 1	P01127	NM_002608.1
B39R06C15	Probable arginyl-tRNA synthetase, mitochondrial	Q5T160	BC022341.1
B39R06C16	Probable arginyl-tRNA synthetase, mitochondrial	Q5T160	BC022341.1
B39R06C17	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2 (SERPINF2)	P08697	BC031592.1
B39R06C18	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2 (SERPINF2)	P08697	BC031592.1
B39R06C19	Density-regulated protein	O43583	NM_003677.3
B39R06C20	Density-regulated protein	O43583	NM_003677.3
B39R06C21	Reticulon-4-interacting protein 1	Q8WWV3	NM_032730.3
B39R06C22	Reticulon-4-interacting protein 1	Q8WWV3	NM_032730.3
B39R07C01	Exocyst complex component 5 (EXOC5), mRNA	NA	NA
B39R07C02	Exocyst complex component 5 (EXOC5), mRNA	NA	NA
B39R07C03	Synaptotagmin III (SYT3), mRNA	NA	NA
B39R07C04	Synaptotagmin III (SYT3), mRNA	NA	NA
B39R07C05	platelet-derived growth factor receptor, alpha polypeptide (PDGFRA)	P16234	BC015186.1
B39R07C06	platelet-derived growth factor receptor, alpha polypeptide (PDGFRA)	P16234	BC015186.1
B39R07C07	adenylate kinase 3-like 1 (AK3L1), nuclear gene encoding mitochondrial protein, transcript variant 6	P27144	NM_013410.1
B39R07C08	adenylate kinase 3-like 1 (AK3L1), nuclear gene encoding mitochondrial protein, transcript variant 6	P27144	NM_013410.1
B39R07C09	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa) (LCP2)	Q13094	NM_005565.2
B39R07C10	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa) (LCP2)	Q13094	NM_005565.2
B39R07C11	BMX non-receptor tyrosine kinase (BMX), transcript variant 2	P51813	NM_001721.2
B39R07C12	BMX non-receptor tyrosine kinase (BMX), transcript variant 2	P51813	NM_001721.2
B39R07C13	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa (NDUFA9)	Q16795	NM_005002.3
B39R07C14	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa (NDUFA9)	Q16795	NM_005002.3
B39R07C15	spermatid associated (SPERT)	A8K8I5	BC027609.2
B39R07C16	spermatid associated (SPERT)	A8K8I5	BC027609.2
B39R07C17	tetratricopeptide repeat domain 12 (TTC12)	Q9H892	NM_017868.2
B39R07C18	tetratricopeptide repeat domain 12 (TTC12)	Q9H892	NM_017868.2
B39R07C19	interleukin 23, alpha subunit p19 (IL23A)	Q9NPF7	NM_016584.2
B39R07C20	interleukin 23, alpha subunit p19 (IL23A)	Q9NPF7	NM_016584.2
B39R07C21	Tyrosine-protein kinase receptor UFO	P30530	NM_021913.2
B39R07C22	Tyrosine-protein kinase receptor UFO	P30530	NM_021913.2
B39R08C01	colony stimulating factor 1 receptor, formerly McDonough feline sarcoma viral (v-fms) oncogene homolog (CSF1R)	P07333	NM_005211.1
B39R08C02	colony stimulating factor 1 receptor, formerly McDonough feline sarcoma viral (v-fms) oncogene homolog (CSF1R)	P07333	NM_005211.1
B39R08C03	Proto-oncogene tyrosine-protein kinase MER	Q12866	NM_006343.1
B39R08C04	Proto-oncogene tyrosine-protein kinase MER	Q12866	NM_006343.1
B39R08C05	NT-3 growth factor receptor	Q91044	NM_002530.1
B39R08C06	NT-3 growth factor receptor	Q91044	NM_002530.1
B39R08C07	mitochondrial ribosomal protein L43 (MRPL43), nuclear gene encoding mitochondrial protein, transcript variant 1	Q8N983	NM_032112.1
B39R08C08	mitochondrial ribosomal protein L43 (MRPL43), nuclear gene encoding mitochondrial protein, transcript variant 1	Q8N983	NM_032112.1
B39R08C09	hypothetical protein LOC403312 (MGC39545)	Q8IYB0	BC036197.1
B39R08C10	hypothetical protein LOC403312 (MGC39545)	Q8IYB0	BC036197.1
B39R08C11	hypothetical protein LOC90768 (MGC45800)	Q8N0S5	NM_178838.2
B39R08C12	hypothetical protein LOC90768 (MGC45800)	Q8N0S5	NM_178838.2
B39R08C13	chromosome 3 open reading frame 18 (C3orf18)	Q9UK00	NM_016210.1
B39R08C14	chromosome 3 open reading frame 18 (C3orf18)	Q9UK00	NM_016210.1
B39R08C15	interferon, alpha 17 (IFNA17)	P01571	NM_021268.1
B39R08C16	interferon, alpha 17 (IFNA17)	P01571	NM_021268.1
B39R08C17	ubiquitin specific peptidase 39 (USP39)	Q53GS9	NM_006590.2
B39R08C18	ubiquitin specific peptidase 39 (USP39)	Q53GS9	NM_006590.2
B39R08C19	drebrin-like (DBNL)	Q9UJU6	BC031687.1
B39R08C20	drebrin-like (DBNL)	Q9UJU6	BC031687.1
B39R08C21	arginyltransferase 1 (ATE1), transcript variant 2	Q5SQQ3	NM_007041.2
B39R08C22	arginyltransferase 1 (ATE1), transcript variant 2	Q5SQQ3	NM_007041.2
B39R09C01	ubiquitin domain containing 2 (UBTD2)	Q8WUN7	NM_152277.1
B39R09C02	ubiquitin domain containing 2 (UBTD2)	Q8WUN7	NM_152277.1
